user_id,book_id,rating,timestamp
1,21,5.0,1712379068
1,35,1.0,1738339635
1,80,5.0,1718091323
1,138,5.0,1730958425
1,151,5.0,1724526598
1,164,1.0,1729359668
1,174,1.0,1731178950
1,236,5.0,1715532411
1,245,4.0,1732227420
1,284,3.0,1716253218
1,292,4.0,1729629891
1,314,5.0,1714767996
1,328,5.0,1735676251
1,334,1.0,1740270824
1,341,5.0,1727307806
1,387,1.0,1735842007
1,460,4.0,1732999662
1,467,4.0,1728528511
1,473,3.0,1729876923
1,507,5.0,1729911077
1,512,4.0,1721785638
1,513,1.0,1712581074
1,570,5.0,1726346597
1,580,1.0,1724539435
1,582,5.0,1731500699
1,606,5.0,1734974150
1,607,2.0,1736578524
1,611,4.0,1724846719
1,616,1.0,1732265924
1,645,4.0,1726940229
1,661,1.0,1730582530
1,703,5.0,1717220165
1,711,5.0,1742665543
1,713,4.0,1720211418
1,739,1.0,1734346279
1,790,4.0,1714645811
1,819,2.0,1743329753
1,852,1.0,1721742454
1,858,4.0,1721619610
1,906,2.0,1723178422
1,908,3.0,1713320335
1,909,3.0,1721387951
1,940,4.0,1725255379
1,944,3.0,1739085118
1,953,5.0,1725929292
1,999,5.0,1739592262
2,22,5.0,1739293024
2,39,1.0,1719507688
2,52,4.0,1739654265
2,73,5.0,1729161222
2,87,5.0,1732577522
2,109,3.0,1725220570
2,146,5.0,1714639183
2,182,5.0,1723001357
2,191,5.0,1730259521
2,214,2.0,1725129020
2,258,5.0,1712780756
2,263,1.0,1712499743
2,278,1.0,1732412096
2,388,3.0,1719958277
2,410,1.0,1739654911
2,445,3.0,1718950837
2,459,2.0,1729216738
2,475,2.0,1721850750
2,483,5.0,1714102032
2,493,1.0,1717166080
2,517,5.0,1737653534
2,523,2.0,1713090977
2,567,5.0,1717366165
2,598,3.0,1721858399
2,621,1.0,1717124644
2,656,1.0,1730199503
2,657,1.0,1727487822
2,667,5.0,1724690701
2,677,3.0,1728938557
2,685,5.0,1743323633
2,733,3.0,1718017063
2,761,4.0,1740146924
2,784,1.0,1718004317
2,787,5.0,1725610247
2,802,4.0,1714098234
2,805,5.0,1729536749
2,810,1.0,1721344692
2,827,1.0,1724645348
2,870,5.0,1733302535
2,896,1.0,1719150012
2,902,5.0,1735211553
2,905,5.0,1724972552
2,988,1.0,1714162543
3,132,1.0,1728044079
3,133,2.0,1715124773
3,140,1.0,1715332655
3,148,5.0,1718736844
3,177,1.0,1717326742
3,199,5.0,1738707981
3,213,2.0,1731563953
3,229,1.0,1729810700
3,275,3.0,1733197988
3,328,1.0,1731365361
3,343,5.0,1721359632
3,344,3.0,1716159202
3,362,5.0,1717210786
3,398,1.0,1741308172
3,418,1.0,1716882367
3,419,4.0,1738124254
3,421,5.0,1713360757
3,436,4.0,1736984923
3,440,1.0,1731135537
3,470,5.0,1740049160
3,472,1.0,1716049079
3,511,5.0,1740634727
3,530,5.0,1724321542
3,570,3.0,1733419158
3,610,5.0,1715162632
3,616,5.0,1738826018
3,617,4.0,1714293042
3,621,4.0,1727087480
3,719,5.0,1738543245
3,733,5.0,1730114258
3,742,4.0,1727742176
3,817,1.0,1721668077
3,821,1.0,1729116400
3,835,2.0,1722918538
3,838,2.0,1740849403
3,872,3.0,1724825805
3,885,5.0,1735889567
3,895,1.0,1738354067
3,917,2.0,1713559476
3,928,3.0,1730492071
3,959,3.0,1714178879
3,969,1.0,1730255059
3,983,1.0,1732499669
3,987,1.0,1730886623
4,103,5.0,1733753451
4,109,5.0,1720412111
4,124,5.0,1734741858
4,157,4.0,1721631091
4,196,2.0,1729143957
4,210,5.0,1716894459
4,215,5.0,1732957787
4,221,3.0,1715406254
4,233,4.0,1731207721
4,272,1.0,1743010522
4,273,5.0,1739606416
4,277,5.0,1743199627
4,285,4.0,1717398329
4,289,5.0,1739855166
4,300,1.0,1729797165
4,329,5.0,1714534396
4,339,5.0,1722789847
4,355,1.0,1727264599
4,398,5.0,1726658128
4,428,5.0,1740443458
4,500,5.0,1739458023
4,513,5.0,1718474883
4,545,5.0,1724630692
4,564,5.0,1722610461
4,567,5.0,1739813639
4,578,5.0,1732998295
4,579,4.0,1737959830
4,585,1.0,1734211548
4,590,4.0,1733962489
4,599,4.0,1726710450
4,600,1.0,1722231766
4,604,4.0,1736279635
4,648,3.0,1714446410
4,650,5.0,1742874087
4,665,5.0,1735962867
4,677,5.0,1740747787
4,700,3.0,1738863125
4,719,5.0,1730457548
4,721,5.0,1731355223
4,728,4.0,1720002788
4,767,5.0,1718195207
4,791,5.0,1717398473
4,799,5.0,1712911500
4,801,5.0,1734852271
4,880,1.0,1732716451
4,896,1.0,1741945729
4,912,1.0,1730060018
4,931,5.0,1741307239
4,934,5.0,1723525124
4,937,2.0,1716775646
4,960,5.0,1727212984
4,975,5.0,1726038893
5,10,1.0,1735474302
5,13,2.0,1723049190
5,18,1.0,1712901678
5,43,5.0,1736325735
5,79,3.0,1738989904
5,103,3.0,1716289859
5,116,5.0,1735047403
5,120,5.0,1712630050
5,156,4.0,1716185808
5,164,2.0,1740375254
5,190,5.0,1712293840
5,216,4.0,1731463630
5,265,5.0,1732091029
5,283,3.0,1712926279
5,292,2.0,1741223098
5,323,3.0,1734250194
5,327,3.0,1714451236
5,344,3.0,1717939504
5,346,1.0,1725841584
5,356,1.0,1738460607
5,365,5.0,1720595798
5,382,2.0,1719947008
5,388,5.0,1736067059
5,404,5.0,1719354773
5,415,3.0,1734808073
5,429,5.0,1723262042
5,442,5.0,1736885339
5,464,5.0,1721195104
5,468,4.0,1738223074
5,485,2.0,1716176988
5,488,1.0,1738665674
5,505,3.0,1739028436
5,535,4.0,1730607125
5,540,5.0,1726156036
5,561,5.0,1717518536
5,590,3.0,1721789401
5,606,2.0,1720795123
5,622,2.0,1715190306
5,634,4.0,1738906964
5,637,2.0,1725059628
5,639,5.0,1727366808
5,660,5.0,1732783647
5,676,5.0,1725334034
5,681,4.0,1729426938
5,685,2.0,1727125229
5,696,4.0,1741659699
5,697,5.0,1714504102
5,708,5.0,1726194595
5,710,1.0,1735187857
5,712,5.0,1742946758
5,748,5.0,1716677458
5,751,1.0,1725341793
5,770,3.0,1720333254
5,835,1.0,1727831625
5,878,2.0,1716323406
5,890,3.0,1717584077
5,891,3.0,1728475861
5,916,4.0,1718572681
5,971,5.0,1742129052
5,978,1.0,1722856236
5,983,3.0,1735158500
5,993,2.0,1740914068
5,994,3.0,1712228358
5,997,5.0,1735540449
6,2,5.0,1735175867
6,21,5.0,1741758697
6,23,5.0,1722181546
6,93,1.0,1735875598
6,106,5.0,1724138540
6,138,4.0,1737591287
6,165,3.0,1740533809
6,170,2.0,1737438073
6,185,4.0,1718745366
6,186,4.0,1713527064
6,189,4.0,1714321095
6,227,2.0,1732790903
6,230,4.0,1712978190
6,263,5.0,1741815950
6,304,5.0,1712008862
6,313,4.0,1739063155
6,315,4.0,1719646762
6,317,2.0,1732307599
6,331,5.0,1740213265
6,336,5.0,1738181337
6,343,1.0,1738826320
6,352,2.0,1739072269
6,356,4.0,1712739784
6,360,3.0,1738349422
6,363,4.0,1734043388
6,369,5.0,1715616085
6,401,2.0,1740821776
6,405,1.0,1714949084
6,410,5.0,1717842523
6,436,2.0,1739065990
6,456,5.0,1732969418
6,460,4.0,1736579676
6,463,2.0,1727854056
6,501,4.0,1740640172
6,527,5.0,1737607935
6,556,4.0,1738551451
6,560,4.0,1720846428
6,563,5.0,1728535258
6,567,2.0,1715712960
6,602,4.0,1726657448
6,635,3.0,1721819795
6,670,1.0,1740095600
6,681,5.0,1743309899
6,692,1.0,1716434723
6,696,1.0,1733683465
6,734,1.0,1714578335
6,739,3.0,1717046100
6,750,1.0,1728616055
6,753,5.0,1732523436
6,758,1.0,1729303951
6,773,4.0,1729271983
6,781,2.0,1726422482
6,793,1.0,1735347141
6,817,4.0,1739111527
6,819,5.0,1725132086
6,822,1.0,1726379220
6,877,5.0,1736437489
6,886,1.0,1743471037
6,897,1.0,1728251201
6,946,1.0,1718798620
6,961,4.0,1742107463
7,12,5.0,1733417631
7,20,2.0,1732855287
7,25,2.0,1720044823
7,60,2.0,1726235705
7,92,1.0,1730706312
7,97,5.0,1731425608
7,145,3.0,1727941668
7,146,4.0,1722152921
7,149,5.0,1731434080
7,190,2.0,1712622990
7,219,5.0,1725886542
7,244,4.0,1727353403
7,353,4.0,1728182393
7,365,1.0,1732292364
7,389,5.0,1726701632
7,399,5.0,1714861291
7,405,2.0,1730754939
7,413,4.0,1725408120
7,442,3.0,1717718490
7,450,2.0,1738687766
7,462,5.0,1733491385
7,463,1.0,1715205755
7,488,1.0,1712053367
7,523,5.0,1716113758
7,533,1.0,1720351415
7,548,5.0,1741214980
7,576,5.0,1722367041
7,577,5.0,1718988476
7,611,3.0,1718646236
7,618,5.0,1716978091
7,631,5.0,1741018855
7,677,5.0,1713469868
7,684,5.0,1715327504
7,710,4.0,1735820835
7,721,5.0,1743041534
7,723,4.0,1721225821
7,731,1.0,1733383896
7,783,3.0,1735886654
7,828,2.0,1734167403
7,834,3.0,1740970719
7,857,5.0,1720740242
7,863,5.0,1721200062
7,875,5.0,1719274163
7,883,5.0,1732671559
7,892,2.0,1735057214
7,895,5.0,1726279731
7,910,5.0,1731230035
7,953,5.0,1740138463
7,957,4.0,1730366883
7,970,2.0,1719840879
7,980,5.0,1726375107
8,96,1.0,1713752370
8,113,2.0,1731448727
8,130,5.0,1735646912
8,134,1.0,1739471179
8,152,4.0,1727409535
8,164,5.0,1721128445
8,166,5.0,1720110854
8,199,5.0,1735030846
8,270,1.0,1728507421
8,315,1.0,1729470884
8,337,1.0,1742151229
8,341,1.0,1715816296
8,380,1.0,1737477962
8,394,1.0,1728848263
8,400,1.0,1724243370
8,434,4.0,1715014127
8,442,5.0,1743131172
8,459,1.0,1717182408
8,471,4.0,1728252414
8,495,5.0,1737852611
8,513,4.0,1738155693
8,524,3.0,1717774927
8,536,1.0,1724425445
8,581,1.0,1739679844
8,624,2.0,1724894201
8,634,5.0,1724207702
8,645,5.0,1719022942
8,675,5.0,1720682635
8,706,4.0,1736250526
8,756,4.0,1719925886
8,769,5.0,1740371858
8,805,5.0,1731296786
8,809,1.0,1712843051
8,811,1.0,1725037727
8,821,1.0,1734792371
8,869,2.0,1721487188
8,888,4.0,1722353851
8,897,4.0,1725572174
8,901,1.0,1730141527
8,938,1.0,1720777255
8,984,4.0,1726180046
9,2,2.0,1714078922
9,32,3.0,1721359518
9,116,1.0,1735556521
9,146,3.0,1714754733
9,167,5.0,1730403321
9,181,1.0,1733761628
9,203,1.0,1742836954
9,226,4.0,1732920329
9,233,4.0,1725577816
9,234,5.0,1729512501
9,238,3.0,1719009945
9,247,2.0,1740770408
9,281,1.0,1724910393
9,316,2.0,1718643716
9,322,3.0,1717369534
9,331,1.0,1735913106
9,334,1.0,1734586344
9,347,4.0,1718863817
9,384,1.0,1737700410
9,396,1.0,1743203015
9,430,1.0,1738858053
9,453,3.0,1717872225
9,458,3.0,1735181211
9,461,1.0,1737128265
9,478,2.0,1729932106
9,483,1.0,1715750572
9,493,1.0,1727200196
9,503,4.0,1727738233
9,522,5.0,1722165561
9,537,5.0,1733934061
9,544,1.0,1734696224
9,570,5.0,1736110762
9,578,1.0,1715149730
9,590,1.0,1730640359
9,632,2.0,1735572458
9,681,1.0,1740149686
9,695,3.0,1720022788
9,703,3.0,1713562644
9,755,3.0,1743494133
9,767,1.0,1721651620
9,773,1.0,1713386927
9,788,3.0,1742068320
9,819,1.0,1726026739
9,840,4.0,1716587297
9,854,3.0,1718219434
9,867,5.0,1727518725
9,880,2.0,1713619600
9,893,1.0,1716584484
9,921,1.0,1735026252
9,944,2.0,1742952221
9,949,1.0,1728059188
10,5,1.0,1718992797
10,7,5.0,1713476667
10,26,5.0,1718499873
10,58,5.0,1743134802
10,67,4.0,1728537716
10,73,5.0,1726384993
10,114,4.0,1729967552
10,126,5.0,1717511427
10,146,5.0,1720365620
10,147,1.0,1736776920
10,179,4.0,1737184077
10,235,5.0,1715284531
10,238,1.0,1730712360
10,252,5.0,1719434271
10,266,5.0,1738316540
10,267,2.0,1738062086
10,292,4.0,1722208164
10,305,1.0,1741116250
10,317,1.0,1735853432
10,319,5.0,1725187799
10,321,5.0,1743476715
10,335,2.0,1741242045
10,374,5.0,1737276653
10,393,5.0,1731996459
10,414,5.0,1743158749
10,418,4.0,1733618331
10,423,3.0,1733328969
10,444,5.0,1735418024
10,451,3.0,1726605246
10,479,5.0,1717885237
10,496,4.0,1713228546
10,534,2.0,1741647242
10,556,5.0,1730901689
10,580,2.0,1740937292
10,612,4.0,1738848257
10,715,1.0,1732403524
10,719,1.0,1713241402
10,751,1.0,1736693691
10,760,5.0,1728758991
10,761,4.0,1729218091
10,783,1.0,1725942347
10,804,1.0,1738862175
10,814,4.0,1720074580
10,829,4.0,1733233861
10,845,1.0,1712757932
10,878,2.0,1733701605
10,889,2.0,1726610785
10,923,1.0,1721617206
10,930,2.0,1740504485
10,954,4.0,1732332650
10,977,5.0,1716930791
10,994,2.0,1740969791
10,995,2.0,1731761463
11,2,1.0,1736438847
11,8,5.0,1718471774
11,18,3.0,1739541250
11,31,4.0,1740637836
11,77,5.0,1743405839
11,92,3.0,1730424932
11,95,5.0,1720874890
11,98,5.0,1740486917
11,132,5.0,1728775820
11,134,3.0,1740611883
11,147,2.0,1717155942
11,163,5.0,1728929612
11,215,5.0,1728692855
11,219,1.0,1713535647
11,258,1.0,1733593157
11,266,5.0,1716148481
11,268,2.0,1712147936
11,269,1.0,1715692729
11,294,1.0,1729461081
11,312,5.0,1737602757
11,383,1.0,1734604853
11,384,3.0,1743517292
11,387,5.0,1733176587
11,405,5.0,1719405464
11,444,4.0,1713009088
11,445,4.0,1728198791
11,458,4.0,1732312723
11,471,5.0,1714868376
11,561,4.0,1718155669
11,569,1.0,1728645017
11,575,1.0,1735740914
11,581,1.0,1732126619
11,608,5.0,1731880499
11,619,5.0,1742116204
11,621,4.0,1737283907
11,630,1.0,1712350876
11,638,5.0,1718237047
11,640,5.0,1742574137
11,645,5.0,1716551996
11,649,1.0,1731101314
11,699,5.0,1736909434
11,712,3.0,1713838250
11,746,4.0,1713469688
11,779,5.0,1722787214
11,788,1.0,1734004348
11,812,3.0,1734030922
11,875,1.0,1742822383
11,881,1.0,1743241534
11,895,5.0,1721656981
11,914,3.0,1714611570
11,919,3.0,1718415714
11,929,5.0,1738906241
11,931,2.0,1734624719
11,938,1.0,1733234860
11,939,2.0,1729699052
11,974,5.0,1734286621
11,990,5.0,1741863843
12,19,4.0,1731856826
12,42,5.0,1725307134
12,52,1.0,1730776821
12,53,2.0,1720718490
12,55,1.0,1741263763
12,61,5.0,1716362897
12,63,4.0,1739246502
12,103,4.0,1728700017
12,105,1.0,1735672803
12,148,1.0,1713865490
12,155,4.0,1737229663
12,164,5.0,1740324351
12,166,5.0,1714088519
12,175,2.0,1726907278
12,226,5.0,1723205331
12,243,5.0,1740706196
12,311,4.0,1716365023
12,320,4.0,1724134341
12,344,5.0,1720292258
12,356,5.0,1724204906
12,369,5.0,1717710294
12,404,1.0,1725736787
12,406,2.0,1713571753
12,460,5.0,1727234307
12,474,5.0,1739835436
12,485,3.0,1717892957
12,519,5.0,1717756924
12,529,3.0,1733295003
12,548,1.0,1743473486
12,555,1.0,1729232686
12,579,5.0,1733356531
12,633,5.0,1738100103
12,636,5.0,1728334019
12,685,1.0,1730340488
12,692,1.0,1730474104
12,694,5.0,1726157392
12,756,2.0,1722560029
12,766,4.0,1717825609
12,778,1.0,1732940735
12,791,5.0,1734819416
12,802,5.0,1730368453
12,808,4.0,1742717081
12,810,3.0,1717580694
12,890,3.0,1715055555
12,903,5.0,1735425036
12,912,1.0,1739918137
12,923,4.0,1739257967
12,933,5.0,1733501843
12,985,5.0,1725979376
13,16,5.0,1715307368
13,20,2.0,1728750493
13,22,5.0,1713013065
13,27,2.0,1721713238
13,46,5.0,1719059042
13,126,2.0,1732880785
13,168,5.0,1727229574
13,197,5.0,1715803854
13,234,5.0,1733055907
13,249,1.0,1734303994
13,292,3.0,1714495696
13,299,1.0,1727571688
13,338,5.0,1734084935
13,368,5.0,1713815860
13,370,5.0,1718643146
13,371,5.0,1730185396
13,392,2.0,1718505688
13,394,5.0,1719453437
13,431,5.0,1723594600
13,448,1.0,1732808007
13,473,4.0,1742777974
13,480,5.0,1720900269
13,511,1.0,1739605106
13,555,5.0,1726540621
13,569,1.0,1727404185
13,579,4.0,1715780312
13,617,2.0,1734678333
13,621,5.0,1734325066
13,647,5.0,1734450028
13,679,3.0,1733796752
13,691,5.0,1730020901
13,727,5.0,1737516426
13,729,5.0,1719578459
13,746,2.0,1739902642
13,761,5.0,1719219283
13,774,1.0,1726624094
13,776,1.0,1721795478
13,779,5.0,1716030750
13,796,5.0,1712198461
13,851,4.0,1714994335
13,854,5.0,1737036777
13,860,1.0,1712317791
13,864,5.0,1739382824
13,878,5.0,1743398890
13,900,5.0,1721534972
13,971,5.0,1732956903
13,975,4.0,1715850692
13,990,5.0,1729682622
14,38,5.0,1732916862
14,44,3.0,1714391225
14,77,5.0,1720528889
14,83,2.0,1734347206
14,112,1.0,1714360996
14,132,5.0,1739415735
14,162,2.0,1725160362
14,211,3.0,1729792353
14,215,5.0,1739279879
14,230,5.0,1721183871
14,261,3.0,1732404705
14,274,1.0,1742546805
14,282,3.0,1728450852
14,305,5.0,1735338175
14,317,5.0,1737766398
14,351,1.0,1739528763
14,356,4.0,1721200704
14,358,5.0,1714754820
14,374,5.0,1716049255
14,379,5.0,1736150695
14,380,5.0,1719161657
14,414,1.0,1717564754
14,415,1.0,1718242336
14,423,3.0,1738504483
14,458,3.0,1722368382
14,460,3.0,1714857929
14,479,5.0,1735432615
14,489,5.0,1727393095
14,497,5.0,1721480057
14,500,4.0,1722081558
14,544,5.0,1738992913
14,547,5.0,1717926684
14,561,1.0,1729835851
14,575,1.0,1727473979
14,601,4.0,1722627492
14,635,4.0,1715902040
14,636,5.0,1726797675
14,645,5.0,1737043231
14,666,2.0,1740278546
14,687,2.0,1737431232
14,724,3.0,1735676897
14,767,5.0,1723935319
14,781,1.0,1737985584
14,789,4.0,1738714238
14,811,2.0,1730960813
14,824,5.0,1743276716
14,855,5.0,1727778789
14,864,5.0,1728126773
14,888,5.0,1718623251
14,902,5.0,1726665308
14,913,5.0,1729725573
14,925,5.0,1723927169
14,966,5.0,1731003648
14,981,5.0,1727214882
14,990,5.0,1720101800
15,10,5.0,1737807395
15,78,1.0,1735249771
15,114,1.0,1734143546
15,140,5.0,1727881924
15,143,1.0,1742443441
15,155,5.0,1712534852
15,170,1.0,1714841085
15,232,2.0,1736301510
15,262,1.0,1717349630
15,322,5.0,1733535609
15,337,5.0,1712592754
15,368,5.0,1717348900
15,401,3.0,1741361109
15,410,5.0,1721246230
15,416,3.0,1731634657
15,458,3.0,1741883535
15,461,5.0,1741132232
15,470,1.0,1723619819
15,498,1.0,1728472801
15,510,5.0,1717082984
15,532,5.0,1723713485
15,580,5.0,1738308816
15,604,5.0,1720959038
15,626,5.0,1713447094
15,681,5.0,1723835273
15,727,1.0,1725822066
15,807,2.0,1719429772
15,876,5.0,1740880797
15,885,3.0,1727918136
15,904,2.0,1720453206
15,970,5.0,1724467662
15,976,4.0,1715217052
16,9,1.0,1717280312
16,12,5.0,1737359168
16,16,5.0,1718683272
16,17,2.0,1738989799
16,19,5.0,1714674068
16,56,5.0,1738618971
16,68,5.0,1716915752
16,89,2.0,1735712262
16,99,2.0,1714572934
16,102,5.0,1736110611
16,140,1.0,1721953736
16,146,4.0,1730032293
16,201,5.0,1722807290
16,208,5.0,1731168684
16,217,5.0,1738904292
16,221,5.0,1730449349
16,228,1.0,1741839970
16,242,5.0,1724599056
16,248,1.0,1714027121
16,258,2.0,1725262214
16,275,5.0,1712078786
16,282,4.0,1729233529
16,326,5.0,1729751025
16,335,1.0,1721703862
16,340,3.0,1730476092
16,357,3.0,1720839574
16,371,4.0,1718335695
16,403,5.0,1739432974
16,404,3.0,1731010074
16,424,5.0,1715131767
16,433,2.0,1728229249
16,486,2.0,1717883785
16,497,2.0,1735652111
16,554,5.0,1724166680
16,583,4.0,1739590046
16,588,5.0,1735289302
16,612,4.0,1739919724
16,633,5.0,1728427355
16,655,1.0,1736694966
16,664,3.0,1716196854
16,672,5.0,1735569491
16,682,5.0,1724783495
16,685,5.0,1722437443
16,698,5.0,1728168894
16,704,1.0,1731237427
16,755,5.0,1741736153
16,761,5.0,1739084908
16,778,5.0,1743214979
16,781,4.0,1713970369
16,806,4.0,1722933695
16,829,5.0,1724565585
16,830,5.0,1731847287
16,918,5.0,1738188539
16,939,1.0,1719710297
16,955,5.0,1721752991
16,970,5.0,1731339761
17,3,4.0,1739207359
17,64,3.0,1727730294
17,83,1.0,1720851675
17,95,5.0,1737633395
17,105,5.0,1725568038
17,119,1.0,1712007642
17,122,1.0,1714220766
17,133,1.0,1739110645
17,211,3.0,1724536096
17,217,5.0,1732021381
17,238,5.0,1735964070
17,259,2.0,1719814867
17,309,1.0,1718100993
17,356,5.0,1740589615
17,357,5.0,1726337958
17,370,4.0,1721274018
17,380,4.0,1738600974
17,382,2.0,1738843271
17,389,5.0,1735895150
17,437,4.0,1728225226
17,463,3.0,1734368871
17,508,2.0,1736011355
17,511,1.0,1730655054
17,524,1.0,1732370768
17,528,4.0,1723447739
17,549,2.0,1733416026
17,560,4.0,1734175806
17,607,2.0,1736314519
17,610,1.0,1726914804
17,630,1.0,1724607300
17,745,1.0,1730100693
17,750,5.0,1717143849
17,767,3.0,1721268993
17,773,4.0,1722670243
17,787,5.0,1726679480
17,811,3.0,1712194929
17,820,5.0,1736121244
17,821,5.0,1717653108
17,834,3.0,1714589064
17,851,3.0,1715330861
17,882,1.0,1723464505
17,890,3.0,1727515509
17,891,1.0,1737406683
17,901,2.0,1728245038
17,902,5.0,1726007460
17,909,5.0,1734091033
17,915,5.0,1742802546
17,998,5.0,1722535218
18,1,4.0,1741585998
18,3,4.0,1738235790
18,20,5.0,1714651824
18,92,1.0,1739280706
18,140,1.0,1742861457
18,142,4.0,1727403615
18,168,1.0,1733558230
18,184,2.0,1723820373
18,185,2.0,1717632073
18,186,5.0,1716673837
18,190,1.0,1719857393
18,200,3.0,1720799445
18,203,3.0,1738330202
18,207,1.0,1712370653
18,246,1.0,1715038649
18,251,1.0,1734815057
18,255,5.0,1726686516
18,266,1.0,1738386243
18,275,5.0,1734787285
18,285,5.0,1716841719
18,300,5.0,1742368071
18,315,5.0,1730078566
18,356,5.0,1717457563
18,406,5.0,1728149339
18,407,5.0,1729581613
18,428,1.0,1715975502
18,432,1.0,1715285677
18,476,2.0,1742168040
18,502,5.0,1715722998
18,508,1.0,1730734059
18,517,4.0,1736873022
18,552,5.0,1738044049
18,553,1.0,1736245657
18,564,1.0,1736542311
18,612,5.0,1736193990
18,634,1.0,1722099625
18,641,5.0,1714651563
18,642,5.0,1739795525
18,665,5.0,1737705539
18,701,4.0,1719456771
18,704,1.0,1712094666
18,749,5.0,1712927171
18,762,5.0,1715707693
18,764,3.0,1715512508
18,775,1.0,1735593278
18,785,1.0,1735939072
18,797,1.0,1740367359
18,830,1.0,1721930384
18,835,4.0,1721484835
18,887,5.0,1724059044
18,924,4.0,1725515667
18,944,4.0,1736960294
18,948,4.0,1742517395
18,967,3.0,1726290259
18,975,1.0,1734463843
18,976,3.0,1725889217
18,982,5.0,1728168168
18,998,5.0,1739720192
19,9,4.0,1726877539
19,13,2.0,1726064034
19,27,4.0,1719840009
19,148,3.0,1732859195
19,157,1.0,1739590821
19,173,1.0,1741498529
19,180,3.0,1726319371
19,193,4.0,1730854025
19,210,5.0,1714877859
19,224,4.0,1714982302
19,225,5.0,1738020603
19,245,2.0,1719148449
19,298,5.0,1717557940
19,332,2.0,1720848089
19,345,1.0,1733845222
19,349,2.0,1734275466
19,437,1.0,1712011587
19,439,2.0,1741316604
19,450,2.0,1726321260
19,452,2.0,1732397726
19,471,5.0,1742705048
19,498,5.0,1733399403
19,505,3.0,1724491152
19,566,5.0,1721024608
19,570,3.0,1733826724
19,598,2.0,1736653491
19,599,1.0,1737666653
19,610,4.0,1740633562
19,625,1.0,1734860053
19,634,1.0,1721123079
19,640,1.0,1729427390
19,653,5.0,1741678871
19,663,1.0,1717998210
19,665,1.0,1742145626
19,666,5.0,1732361096
19,697,5.0,1741682751
19,724,4.0,1735222119
19,733,4.0,1714689375
19,744,2.0,1728022217
19,763,5.0,1732804707
19,767,5.0,1728304532
19,800,1.0,1725193618
19,802,5.0,1719108262
19,810,3.0,1735206037
19,836,1.0,1742879320
19,855,1.0,1734956090
19,858,5.0,1738285088
19,861,3.0,1729624445
19,883,4.0,1740936172
19,909,2.0,1715329514
19,929,1.0,1717863798
19,937,5.0,1732310599
19,980,5.0,1732750358
20,28,5.0,1731092713
20,43,3.0,1729160032
20,86,5.0,1725957055
20,154,4.0,1721559876
20,157,1.0,1738812687
20,187,5.0,1732435807
20,199,5.0,1719107621
20,201,1.0,1716322023
20,209,2.0,1727967635
20,233,2.0,1721019173
20,236,2.0,1727962841
20,252,3.0,1743224411
20,261,5.0,1715442698
20,287,1.0,1724433188
20,314,1.0,1728512392
20,323,5.0,1716370935
20,353,5.0,1716054631
20,416,1.0,1733760988
20,456,5.0,1714649884
20,476,3.0,1740522771
20,517,2.0,1725344510
20,536,4.0,1725813303
20,539,3.0,1730243253
20,540,5.0,1726354701
20,559,5.0,1721045702
20,602,3.0,1742538421
20,608,1.0,1725605788
